source_format,runtime_capability_fingerprint,source_document,id,rank,rank_display,tier_backend,selection_slot,selection_slot_display,name,description,weight,tags,eligibility_type,eligibility_requiresModeFeature,eligibility_requiresAnyMechanic,eligibility_requiresEnemyAnyMechanic,eligibility_excludeAnyMechanic,eligibility_requiresResource,eligibility_requiresAnyTag,eligibility_prefersAnyTag,eligibility_requiresSafeProxySlots,eligibility_requiresAbilitySlot,eligibility_requiresAnyAbilitySlot,eligibility_requiresRHitEnemyChampion,eligibility_onlyAttackArchetype,eligibility_json,runtime_status,tuning_status,modifiers_json,hooks_json,block_json,crit_strike_json,attributes_json,damage_type_override_json,flight_json,penetration_json,implementation_notes,implementation_notes_json,augment_json
ggd-sacred-grail-wish-pack@1,ggd-runtime-capabilities@1/8d30566f,技能標記機制與效果規則.md,grail-c-11,C,C級願望,silver,generic,第二願望,固有技能・逆境再起 C,[暈眩][技能重置] 被暈眩時，立即完成Q／W／E冷卻。25秒冷卻。,100,grail-wish | stun | cooldown-reset | defense,all,,,,,,,,,,,,,"{""type"":""all""}",direct,proposal,,"[{""on"":""onStunned"",""effects"":[{""kind"":""modifyCooldown"",""shape"":""single"",""who"":""self"",""slot"":""Q"",""mode"":""reset""},{""kind"":""modifyCooldown"",""shape"":""single"",""who"":""self"",""slot"":""W"",""mode"":""reset""},{""kind"":""modifyCooldown"",""shape"":""single"",""who"":""self"",""slot"":""E"",""mode"":""reset""}],""target"":""self"",""internalCooldown"":25}]",,,,,,,已展開為 Q／W／E 各一個 modifyCooldown(reset)。,"[""已展開為 Q／W／E 各一個 modifyCooldown(reset)。""]","{""id"":""grail-c-11"",""name"":""固有技能・逆境再起 C"",""description"":""[暈眩][技能重置] 被暈眩時，立即完成Q／W／E冷卻。25秒冷卻。"",""tier"":""silver"",""weight"":100,""tags"":[""grail-wish"",""stun"",""cooldown-reset"",""defense""],""hooks"":[{""on"":""onStunned"",""effects"":[{""kind"":""modifyCooldown"",""shape"":""single"",""who"":""self"",""slot"":""Q"",""mode"":""reset""},{""kind"":""modifyCooldown"",""shape"":""single"",""who"":""self"",""slot"":""W"",""mode"":""reset""},{""kind"":""modifyCooldown"",""shape"":""single"",""who"":""self"",""slot"":""E"",""mode"":""reset""}],""target"":""self"",""internalCooldown"":25}]}"
ggd-sacred-grail-wish-pack@1,ggd-runtime-capabilities@1/8d30566f,技能標記機制與效果規則.md,grail-c-12,C,C級願望,silver,generic,第二願望,魔術・詠唱結界 C,[施法][控制免疫] 施放Q／W／E／R後，獲得0.4秒控制免疫。8秒冷卻。,100,grail-wish | ability-cast | control-immunity | defense,,,,,,,,,,,Q | W | E | R,,,"{""requiresAnyAbilitySlot"":[""Q"",""W"",""E"",""R""]}",direct,proposal,,"[{""on"":""onAbilityCast"",""effects"":[{""kind"":""invulnerable"",""durationSec"":0.4,""applyTo"":""self"",""blocksDamage"":""none"",""blocksTrueDamage"":false,""blocksControl"":true}],""target"":""self"",""internalCooldown"":8}]",,,,,,,,[],"{""id"":""grail-c-12"",""name"":""魔術・詠唱結界 C"",""description"":""[施法][控制免疫] 施放Q／W／E／R後，獲得0.4秒控制免疫。8秒冷卻。"",""tier"":""silver"",""weight"":100,""tags"":[""grail-wish"",""ability-cast"",""control-immunity"",""defense""],""hooks"":[{""on"":""onAbilityCast"",""effects"":[{""kind"":""invulnerable"",""durationSec"":0.4,""applyTo"":""self"",""blocksDamage"":""none"",""blocksTrueDamage"":false,""blocksControl"":true}],""target"":""self"",""internalCooldown"":8}]}"
ggd-sacred-grail-wish-pack@1,ggd-runtime-capabilities@1/8d30566f,技能標記機制與效果規則.md,grail-c-13,C,C級願望,silver,pivot,第三願望,固有技能・王殺 C,[Boss][寶具重置] 殭屍王出現時，立即完成R冷卻。,100,grail-wish | boss | objective | cooldown-reset,,boss,,,,,,,,,,,,"{""requiresModeFeature"":[""boss""]}",direct,proposal,,"[{""on"":""onBossSpawn"",""effects"":[{""kind"":""modifyCooldown"",""shape"":""single"",""who"":""self"",""slot"":""R"",""mode"":""reset""}],""target"":""self""}]",,,,,,,,[],"{""id"":""grail-c-13"",""name"":""固有技能・王殺 C"",""description"":""[Boss][寶具重置] 殭屍王出現時，立即完成R冷卻。"",""tier"":""silver"",""weight"":100,""tags"":[""grail-wish"",""boss"",""objective"",""cooldown-reset""],""hooks"":[{""on"":""onBossSpawn"",""effects"":[{""kind"":""modifyCooldown"",""shape"":""single"",""who"":""self"",""slot"":""R"",""mode"":""reset""}],""target"":""self""}]}"
ggd-sacred-grail-wish-pack@1,ggd-runtime-capabilities@1/8d30566f,技能標記機制與效果規則.md,grail-c-14,C,C級願望,silver,pivot,第三願望,魔術・地脈接續 C,[中立物件][技能重置] 擊毀可觸發擊殺事件的中立單位或中立物件後，完成Q／W／E冷卻。15秒冷卻。,100,grail-wish | neutral-object | objective | cooldown-reset,,neutral-object-as-mob-kill,,,,,,,,,,,,"{""requiresModeFeature"":[""neutral-object-as-mob-kill""]}",direct_with_mode_contract,proposal,,"[{""on"":""onKill"",""effects"":[{""kind"":""modifyCooldown"",""shape"":""single"",""who"":""self"",""slot"":""Q"",""mode"":""reset""},{""kind"":""modifyCooldown"",""shape"":""single"",""who"":""self"",""slot"":""W"",""mode"":""reset""},{""kind"":""modifyCooldown"",""shape"":""single"",""who"":""self"",""slot"":""E"",""mode"":""reset""}],""target"":""self"",""victim"":""mob"",""internalCooldown"":15}]",,,,,,,目前hook可篩選victim=mob，模式需保證花朵等中立物件以mob擊殺事件送出。 | 已展開為 Q／W／E 各一個 modifyCooldown(reset)。,"[""目前hook可篩選victim=mob，模式需保證花朵等中立物件以mob擊殺事件送出。"",""已展開為 Q／W／E 各一個 modifyCooldown(reset)。""]","{""id"":""grail-c-14"",""name"":""魔術・地脈接續 C"",""description"":""[中立物件][技能重置] 擊毀可觸發擊殺事件的中立單位或中立物件後，完成Q／W／E冷卻。15秒冷卻。"",""tier"":""silver"",""weight"":100,""tags"":[""grail-wish"",""neutral-object"",""objective"",""cooldown-reset""],""hooks"":[{""on"":""onKill"",""effects"":[{""kind"":""modifyCooldown"",""shape"":""single"",""who"":""self"",""slot"":""Q"",""mode"":""reset""},{""kind"":""modifyCooldown"",""shape"":""single"",""who"":""self"",""slot"":""W"",""mode"":""reset""},{""kind"":""modifyCooldown"",""shape"":""single"",""who"":""self"",""slot"":""E"",""mode"":""reset""}],""target"":""self"",""victim"":""mob"",""internalCooldown"":15}]}"
ggd-sacred-grail-wish-pack@1,ggd-runtime-capabilities@1/8d30566f,技能標記機制與效果規則.md,grail-c-15,C,C級願望,silver,synergy,第一願望,職階技能・單獨行動 C,[隊友死亡][回魔] 隊友死亡後，魔力回復效果變為2倍，持續15秒。不可疊加，只刷新時間。,100,grail-wish | ally-death | mana-regen | clutch,,team,,,,,,,,,,,,"{""requiresModeFeature"":[""team""]}",direct,proposal,,"[{""on"":""onAllyDeath"",""effects"":[{""kind"":""applyBuff"",""modifiers"":[{""stat"":""manaRegen"",""op"":""pctMult"",""value"":1.0}],""duration"":15,""applyTo"":""self"",""exclusiveGroup"":""grail-single-action-c"",""exclusiveOnExisting"":""replace"",""dispellable"":false,""polarity"":""buff""}],""target"":""self""}]",,,,,,,,[],"{""id"":""grail-c-15"",""name"":""職階技能・單獨行動 C"",""description"":""[隊友死亡][回魔] 隊友死亡後，魔力回復效果變為2倍，持續15秒。不可疊加，只刷新時間。"",""tier"":""silver"",""weight"":100,""tags"":[""grail-wish"",""ally-death"",""mana-regen"",""clutch""],""hooks"":[{""on"":""onAllyDeath"",""effects"":[{""kind"":""applyBuff"",""modifiers"":[{""stat"":""manaRegen"",""op"":""pctMult"",""value"":1.0}],""duration"":15,""applyTo"":""self"",""exclusiveGroup"":""grail-single-action-c"",""exclusiveOnExisting"":""replace"",""dispellable"":false,""polarity"":""buff""}],""target"":""self""}]}"
ggd-sacred-grail-wish-pack@1,ggd-runtime-capabilities@1/8d30566f,技能標記機制與效果規則.md,grail-c-16,C,C級願望,silver,synergy,第一願望,投影魔術・追尾彈 C,[技能命中][彈體] 技能命中敵方英雄時，追加一枚追尾魔彈，造成60＋15% AP魔法傷害。6秒冷卻。,100,grail-wish | ability-hit | projectile | magic,,,,,,,ability-damage,,,,,,,"{""requiresAnyTag"":[""ability-damage""]}",direct_with_content_placeholder,proposal,,"[{""on"":""onAbilityHit"",""effects"":[{""kind"":""spawnProjectile"",""projectileId"":""grail.tracking-bolt"",""onHit"":[{""kind"":""damage"",""damageType"":""magic"",""amount"":{""flat"":60,""ratios"":[{""stat"":""ap"",""coeff"":0.15}]},""applyTo"":""target""}]}],""target"":""event"",""victim"":""enemyChampion"",""internalCooldown"":6}]",,,,,,,需建立或對應projectileId: grail.tracking-bolt。,"[""需建立或對應projectileId: grail.tracking-bolt。""]","{""id"":""grail-c-16"",""name"":""投影魔術・追尾彈 C"",""description"":""[技能命中][彈體] 技能命中敵方英雄時，追加一枚追尾魔彈，造成60＋15% AP魔法傷害。6秒冷卻。"",""tier"":""silver"",""weight"":100,""tags"":[""grail-wish"",""ability-hit"",""projectile"",""magic""],""hooks"":[{""on"":""onAbilityHit"",""effects"":[{""kind"":""spawnProjectile"",""projectileId"":""grail.tracking-bolt"",""onHit"":[{""kind"":""damage"",""damageType"":""magic"",""amount"":{""flat"":60,""ratios"":[{""stat"":""ap"",""coeff"":0.15}]},""applyTo"":""target""}]}],""target"":""event"",""victim"":""enemyChampion"",""internalCooldown"":6}]}"
ggd-sacred-grail-wish-pack@1,ggd-runtime-capabilities@1/8d30566f,技能標記機制與效果規則.md,grail-c-17,C,C級願望,silver,generic,第二願望,固有技能・直感 C,[受到暴擊][護盾] 被敵方英雄暴擊時，獲得相當於8%最大生命的護盾，持續3秒。10秒冷卻。,100,grail-wish | damage-taken | crit | shield,all,,,,,,,,,,,,,"{""type"":""all""}",direct,proposal,,"[{""on"":""onDamageTaken"",""effects"":[{""kind"":""shield"",""amount"":{""ratios"":[{""stat"":""maxHealth"",""coeff"":0.08}]},""duration"":3,""absorbs"":""all""}],""target"":""self"",""victim"":""enemyChampion"",""damageCrit"":""crit"",""internalCooldown"":10}]",,,,,,,,[],"{""id"":""grail-c-17"",""name"":""固有技能・直感 C"",""description"":""[受到暴擊][護盾] 被敵方英雄暴擊時，獲得相當於8%最大生命的護盾，持續3秒。10秒冷卻。"",""tier"":""silver"",""weight"":100,""tags"":[""grail-wish"",""damage-taken"",""crit"",""shield""],""hooks"":[{""on"":""onDamageTaken"",""effects"":[{""kind"":""shield"",""amount"":{""ratios"":[{""stat"":""maxHealth"",""coeff"":0.08}]},""duration"":3,""absorbs"":""all""}],""target"":""self"",""victim"":""enemyChampion"",""damageCrit"":""crit"",""internalCooldown"":10}]}"
ggd-sacred-grail-wish-pack@1,ggd-runtime-capabilities@1/8d30566f,技能標記機制與效果規則.md,grail-c-18,C,C級願望,silver,synergy,第一願望,固有技能・魔力放出（炎）C,[技能命中][燃燒] 技能命中敵方英雄時，使其燃燒3秒。8秒冷卻。,100,grail-wish | ability-hit | burn | elemental,,,,,,,ability-damage,,,,,,,"{""requiresAnyTag"":[""ability-damage""]}",direct,proposal,,"[{""on"":""onAbilityHit"",""effects"":[{""kind"":""applyStatus"",""statusId"":""burn"",""duration"":3,""applyTo"":""target"",""refresh"":""extend"",""dispellable"":true}],""target"":""event"",""victim"":""enemyChampion"",""internalCooldown"":8}]",,,,,,,,[],"{""id"":""grail-c-18"",""name"":""固有技能・魔力放出（炎）C"",""description"":""[技能命中][燃燒] 技能命中敵方英雄時，使其燃燒3秒。8秒冷卻。"",""tier"":""silver"",""weight"":100,""tags"":[""grail-wish"",""ability-hit"",""burn"",""elemental""],""hooks"":[{""on"":""onAbilityHit"",""effects"":[{""kind"":""applyStatus"",""statusId"":""burn"",""duration"":3,""applyTo"":""target"",""refresh"":""extend"",""dispellable"":true}],""target"":""event"",""victim"":""enemyChampion"",""internalCooldown"":8}]}"
ggd-sacred-grail-wish-pack@1,ggd-runtime-capabilities@1/8d30566f,技能標記機制與效果規則.md,grail-c-19,C,C級願望,silver,pivot,第三願望,魔術・星之雨 C,[週期][隨機區域] 每15秒在自身附近降下2道星光，每道造成80＋15% AP範圍魔法傷害。,100,grail-wish | interval | random-area | aoe,all,,,,,,,,,,,,,"{""type"":""all""}",direct,proposal,,"[{""on"":""onInterval"",""effects"":[{""kind"":""randomArea"",""who"":""self"",""count"":[2],""intervalSec"":0.25,""scatterRadius"":8,""firstAtCast"":true,""stopOnCasterDeath"":true,""effects"":[{""kind"":""damageArea"",""damageType"":""magic"",""amount"":{""flat"":80,""ratios"":[{""stat"":""ap"",""coeff"":0.15}]},""radius"":2.5,""radiusTier"":""小"",""includeOrigin"":true}]}],""target"":""self"",""internalCooldown"":15}]",,,,,,,,[],"{""id"":""grail-c-19"",""name"":""魔術・星之雨 C"",""description"":""[週期][隨機區域] 每15秒在自身附近降下2道星光，每道造成80＋15% AP範圍魔法傷害。"",""tier"":""silver"",""weight"":100,""tags"":[""grail-wish"",""interval"",""random-area"",""aoe""],""hooks"":[{""on"":""onInterval"",""effects"":[{""kind"":""randomArea"",""who"":""self"",""count"":[2],""intervalSec"":0.25,""scatterRadius"":8,""firstAtCast"":true,""stopOnCasterDeath"":true,""effects"":[{""kind"":""damageArea"",""damageType"":""magic"",""amount"":{""flat"":80,""ratios"":[{""stat"":""ap"",""coeff"":0.15}]},""radius"":2.5,""radiusTier"":""小"",""includeOrigin"":true}]}],""target"":""self"",""internalCooldown"":15}]}"
ggd-sacred-grail-wish-pack@1,ggd-runtime-capabilities@1/8d30566f,技能標記機制與效果規則.md,grail-c-20,C,C級願望,silver,synergy,第一願望,投影魔術・強化投影 C,[施法][下一次普攻] 施法後5秒內，下一次普攻追加一枚投影彈，造成40＋20% AP魔法傷害。8秒冷卻。,100,grail-wish | ability-cast | basic-attack | projectile,,,,,,,,,,,Q | W | E | R,,,"{""requiresAnyAbilitySlot"":[""Q"",""W"",""E"",""R""]}",direct_with_content_placeholder,proposal,,"[{""on"":""onAbilityCast"",""effects"":[{""kind"":""applyBuff"",""modifiers"":[],""duration"":5,""applyTo"":""self"",""statusId"":""grail-strengthened-projection"",""exclusiveGroup"":""grail-strengthened-projection"",""exclusiveOnExisting"":""replace"",""dispellable"":false,""polarity"":""buff"",""hooks"":[{""on"":""onBasicAttack"",""effects"":[{""kind"":""spawnProjectile"",""projectileId"":""grail.projection-bolt"",""onHit"":[{""kind"":""damage"",""damageType"":""magic"",""amount"":{""flat"":40,""ratios"":[{""stat"":""ap"",""coeff"":0.2}]},""applyTo"":""target""}]}],""target"":""event"",""maxTriggers"":1,""onConsumed"":""detachSource""}]}],""target"":""self"",""internalCooldown"":8}]",,,,,,,需建立或對應projectileId: grail.projection-bolt。,"[""需建立或對應projectileId: grail.projection-bolt。""]","{""id"":""grail-c-20"",""name"":""投影魔術・強化投影 C"",""description"":""[施法][下一次普攻] 施法後5秒內，下一次普攻追加一枚投影彈，造成40＋20% AP魔法傷害。8秒冷卻。"",""tier"":""silver"",""weight"":100,""tags"":[""grail-wish"",""ability-cast"",""basic-attack"",""projectile""],""hooks"":[{""on"":""onAbilityCast"",""effects"":[{""kind"":""applyBuff"",""modifiers"":[],""duration"":5,""applyTo"":""self"",""statusId"":""grail-strengthened-projection"",""exclusiveGroup"":""grail-strengthened-projection"",""exclusiveOnExisting"":""replace"",""dispellable"":false,""polarity"":""buff"",""hooks"":[{""on"":""onBasicAttack"",""effects"":[{""kind"":""spawnProjectile"",""projectileId"":""grail.projection-bolt"",""onHit"":[{""kind"":""damage"",""damageType"":""magic"",""amount"":{""flat"":40,""ratios"":[{""stat"":""ap"",""coeff"":0.2}]},""applyTo"":""target""}]}],""target"":""event"",""maxTriggers"":1,""onConsumed"":""detachSource""}]}],""target"":""self"",""internalCooldown"":8}]}"
ggd-sacred-grail-wish-pack@1,ggd-runtime-capabilities@1/8d30566f,技能標記機制與效果規則.md,grail-a-01,A,A級願望,gold,synergy,第一願望,固有技能・心眼（真）A,[迴避][彈反] 成功迴避後，立即對攻擊者造成一次100% AD物理傷害並小幅擊退。6秒冷卻。,60,grail-wish | evasion | counter | physical,,,evasion,,,,,,,,,,,"{""requiresAnyMechanic"":[""evasion""]}",direct,proposal,,"[{""on"":""onEvade"",""effects"":[{""kind"":""damage"",""damageType"":""physical"",""amount"":{""ratios"":[{""stat"":""ad"",""coeff"":1.0}]},""applyTo"":""target""},{""kind"":""knockback"",""distanceTier"":""極小"",""from"":""caster"",""applyTo"":""target""}],""target"":""event"",""internalCooldown"":6}]",,,,,,,,[],"{""id"":""grail-a-01"",""name"":""固有技能・心眼（真）A"",""description"":""[迴避][彈反] 成功迴避後，立即對攻擊者造成一次100% AD物理傷害並小幅擊退。6秒冷卻。"",""tier"":""gold"",""weight"":60,""tags"":[""grail-wish"",""evasion"",""counter"",""physical""],""hooks"":[{""on"":""onEvade"",""effects"":[{""kind"":""damage"",""damageType"":""physical"",""amount"":{""ratios"":[{""stat"":""ad"",""coeff"":1.0}]},""applyTo"":""target""},{""kind"":""knockback"",""distanceTier"":""極小"",""from"":""caster"",""applyTo"":""target""}],""target"":""event"",""internalCooldown"":6}]}"
ggd-sacred-grail-wish-pack@1,ggd-runtime-capabilities@1/8d30566f,技能標記機制與效果規則.md,grail-a-02,A,A級願望,gold,synergy,第一願望,魔術・反射術式 A,[反彈][回復] 成功反彈時，回復等同反彈傷害50%的生命。8秒冷卻。,60,grail-wish | reflect | heal | counter,,,reflect,,,,,,,,,,,"{""requiresAnyMechanic"":[""reflect""]}",direct,proposal,,"[{""on"":""onReflectSuccess"",""effects"":[{""kind"":""eventValueConversion"",""shape"":""single"",""source"":""incomingDamage"",""basis"":""hpLost"",""ratio"":0.5,""to"":""health"",""who"":""self""}],""target"":""self"",""internalCooldown"":8}]",,,,,,,,[],"{""id"":""grail-a-02"",""name"":""魔術・反射術式 A"",""description"":""[反彈][回復] 成功反彈時，回復等同反彈傷害50%的生命。8秒冷卻。"",""tier"":""gold"",""weight"":60,""tags"":[""grail-wish"",""reflect"",""heal"",""counter""],""hooks"":[{""on"":""onReflectSuccess"",""effects"":[{""kind"":""eventValueConversion"",""shape"":""single"",""source"":""incomingDamage"",""basis"":""hpLost"",""ratio"":0.5,""to"":""health"",""who"":""self""}],""target"":""self"",""internalCooldown"":8}]}"
ggd-sacred-grail-wish-pack@1,ggd-runtime-capabilities@1/8d30566f,技能標記機制與效果規則.md,grail-a-03,A,A級願望,gold,generic,第二願望,固有技能・戰鬥續行 A,[致命傷害][格擋] 每60秒一次，完全格擋一發原本會使你死亡的傷害。,60,grail-wish | lethal | block | survival,all,,,,,,,,,,,,,"{""type"":""all""}",direct,proposal,,,"{""damageTypes"":[""physical"",""magic""],""chance"":1.0,""fraction"":1.0,""lethalOnly"":true,""lethalBasis"":""hpAndShields"",""internalCooldown"":60}",,,,,,,[],"{""id"":""grail-a-03"",""name"":""固有技能・戰鬥續行 A"",""description"":""[致命傷害][格擋] 每60秒一次，完全格擋一發原本會使你死亡的傷害。"",""tier"":""gold"",""weight"":60,""tags"":[""grail-wish"",""lethal"",""block"",""survival""],""block"":{""damageTypes"":[""physical"",""magic""],""chance"":1.0,""fraction"":1.0,""lethalOnly"":true,""lethalBasis"":""hpAndShields"",""internalCooldown"":60}}"
ggd-sacred-grail-wish-pack@1,ggd-runtime-capabilities@1/8d30566f,技能標記機制與效果規則.md,grail-a-04,A,A級願望,gold,pivot,第三願望,固有技能・高速神言 A,[AP][CDR] 每100 AP同時提供5%冷卻縮減，最多30%。AP不會消失。,60,grail-wish | ap | cdr | stat-conversion,,,,,,,,ap,,,,,,"{""prefersAnyTag"":[""ap""]}",direct,proposal,"[{""stat"":""cdr"",""op"":""percentOf"",""value"":0.0005,""from"":""ap""}]",,,,,,,,需由全域CDR上限或內容編譯器限制本願望最多提供30%。,"[""需由全域CDR上限或內容編譯器限制本願望最多提供30%。""]","{""id"":""grail-a-04"",""name"":""固有技能・高速神言 A"",""description"":""[AP][CDR] 每100 AP同時提供5%冷卻縮減，最多30%。AP不會消失。"",""tier"":""gold"",""weight"":60,""tags"":[""grail-wish"",""ap"",""cdr"",""stat-conversion""],""modifiers"":[{""stat"":""cdr"",""op"":""percentOf"",""value"":0.0005,""from"":""ap""}]}"
ggd-sacred-grail-wish-pack@1,ggd-runtime-capabilities@1/8d30566f,技能標記機制與效果規則.md,grail-a-05,A,A級願望,gold,synergy,第一願望,固有技能・獵殺本能 A,[英雄擊殺][技能重置] 擊殺敵方英雄時，完成Q／W／E／R冷卻。45秒冷卻。,60,grail-wish | kill | cooldown-reset | snowball,all,,,,,,,,,,,,,"{""type"":""all""}",direct,proposal,,"[{""on"":""onKill"",""effects"":[{""kind"":""modifyCooldown"",""shape"":""single"",""who"":""self"",""slot"":""Q"",""mode"":""reset""},{""kind"":""modifyCooldown"",""shape"":""single"",""who"":""self"",""slot"":""W"",""mode"":""reset""},{""kind"":""modifyCooldown"",""shape"":""single"",""who"":""self"",""slot"":""E"",""mode"":""reset""},{""kind"":""modifyCooldown"",""shape"":""single"",""who"":""self"",""slot"":""R"",""mode"":""reset""}],""target"":""self"",""victim"":""enemyChampion"",""internalCooldown"":45}]",,,,,,,已展開為 Q／W／E／R 各一個 modifyCooldown(reset)。,"[""已展開為 Q／W／E／R 各一個 modifyCooldown(reset)。""]","{""id"":""grail-a-05"",""name"":""固有技能・獵殺本能 A"",""description"":""[英雄擊殺][技能重置] 擊殺敵方英雄時，完成Q／W／E／R冷卻。45秒冷卻。"",""tier"":""gold"",""weight"":60,""tags"":[""grail-wish"",""kill"",""cooldown-reset"",""snowball""],""hooks"":[{""on"":""onKill"",""effects"":[{""kind"":""modifyCooldown"",""shape"":""single"",""who"":""self"",""slot"":""Q"",""mode"":""reset""},{""kind"":""modifyCooldown"",""shape"":""single"",""who"":""self"",""slot"":""W"",""mode"":""reset""},{""kind"":""modifyCooldown"",""shape"":""single"",""who"":""self"",""slot"":""E"",""mode"":""reset""},{""kind"":""modifyCooldown"",""shape"":""single"",""who"":""self"",""slot"":""R"",""mode"":""reset""}],""target"":""self"",""victim"":""enemyChampion"",""internalCooldown"":45}]}"
ggd-sacred-grail-wish-pack@1,ggd-runtime-capabilities@1/8d30566f,技能標記機制與效果規則.md,grail-a-06,A,A級願望,gold,synergy,第一願望,職階技能・單獨行動 A,[隊友死亡][回魔][淨化] 隊友死亡時，回復25%最大魔力、淨化所有負面狀態並獲得0.75秒無敵。30秒冷卻。,60,grail-wish | ally-death | clutch | cleanse,,team,,,,,,,,,,,,"{""requiresModeFeature"":[""team""]}",direct,proposal,,"[{""on"":""onAllyDeath"",""effects"":[{""kind"":""restore"",""manaPct"":0.25,""applyTo"":""self""},{""kind"":""dispel"",""shape"":""single"",""side"":""allies"",""pools"":{""status"":true,""shields"":false,""dot"":true,""buffs"":true},""polarity"":""debuff"",""count"":50,""order"":""newest""},{""kind"":""invulnerable"",""durationSec"":0.75,""applyTo"":""self"",""blocksDamage"":""all"",""blocksTrueDamage"":true,""blocksControl"":true}],""target"":""self"",""internalCooldown"":30}]",,,,,,,,[],"{""id"":""grail-a-06"",""name"":""職階技能・單獨行動 A"",""description"":""[隊友死亡][回魔][淨化] 隊友死亡時，回復25%最大魔力、淨化所有負面狀態並獲得0.75秒無敵。30秒冷卻。"",""tier"":""gold"",""weight"":60,""tags"":[""grail-wish"",""ally-death"",""clutch"",""cleanse""],""hooks"":[{""on"":""onAllyDeath"",""effects"":[{""kind"":""restore"",""manaPct"":0.25,""applyTo"":""self""},{""kind"":""dispel"",""shape"":""single"",""side"":""allies"",""pools"":{""status"":true,""shields"":false,""dot"":true,""buffs"":true},""polarity"":""debuff"",""count"":50,""order"":""newest""},{""kind"":""invulnerable"",""durationSec"":0.75,""applyTo"":""self"",""blocksDamage"":""all"",""blocksTrueDamage"":true,""blocksControl"":true}],""target"":""self"",""internalCooldown"":30}]}"
ggd-sacred-grail-wish-pack@1,ggd-runtime-capabilities@1/8d30566f,技能標記機制與效果規則.md,grail-a-07,A,A級願望,gold,generic,第二願望,魔術・靈基修復 A,[復活][技能重置] 被復活時，完成Q／W／E／R冷卻、回滿魔力並獲得1秒無敵。,60,grail-wish | revive | cooldown-reset | invulnerable,,revive,,,,,,,,,,,,"{""requiresModeFeature"":[""revive""]}",direct,proposal,,"[{""on"":""onRevive"",""effects"":[{""kind"":""modifyCooldown"",""shape"":""single"",""who"":""self"",""slot"":""Q"",""mode"":""reset""},{""kind"":""modifyCooldown"",""shape"":""single"",""who"":""self"",""slot"":""W"",""mode"":""reset""},{""kind"":""modifyCooldown"",""shape"":""single"",""who"":""self"",""slot"":""E"",""mode"":""reset""},{""kind"":""modifyCooldown"",""shape"":""single"",""who"":""self"",""slot"":""R"",""mode"":""reset""},{""kind"":""restore"",""manaPct"":1.0,""applyTo"":""self""},{""kind"":""invulnerable"",""durationSec"":1.0,""applyTo"":""self"",""blocksDamage"":""all"",""blocksTrueDamage"":true,""blocksControl"":true}],""target"":""self""}]",,,,,,,已展開為 Q／W／E／R 各一個 modifyCooldown(reset)。,"[""已展開為 Q／W／E／R 各一個 modifyCooldown(reset)。""]","{""id"":""grail-a-07"",""name"":""魔術・靈基修復 A"",""description"":""[復活][技能重置] 被復活時，完成Q／W／E／R冷卻、回滿魔力並獲得1秒無敵。"",""tier"":""gold"",""weight"":60,""tags"":[""grail-wish"",""revive"",""cooldown-reset"",""invulnerable""],""hooks"":[{""on"":""onRevive"",""effects"":[{""kind"":""modifyCooldown"",""shape"":""single"",""who"":""self"",""slot"":""Q"",""mode"":""reset""},{""kind"":""modifyCooldown"",""shape"":""single"",""who"":""self"",""slot"":""W"",""mode"":""reset""},{""kind"":""modifyCooldown"",""shape"":""single"",""who"":""self"",""slot"":""E"",""mode"":""reset""},{""kind"":""modifyCooldown"",""shape"":""single"",""who"":""self"",""slot"":""R"",""mode"":""reset""},{""kind"":""restore"",""manaPct"":1.0,""applyTo"":""self""},{""kind"":""invulnerable"",""durationSec"":1.0,""applyTo"":""self"",""blocksDamage"":""all"",""blocksTrueDamage"":true,""blocksControl"":true}],""target"":""self""}]}"
