num-unbound	godie-e00n.w	22-02 染血的柴刀	0秒冷卻時間	JSON 這一軸是 12 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
geo-no-engine-value	godie-e00x.q	77-01 百烈櫻華斬	擊退1000距離	文案寫了擊退距離，但引擎這一軸是空的 —— ⛔ 不換佔位符（換了只會讓一句做不到的宣稱更像真的，第一·五守則）
geo-no-engine-value	godie-e00x.r	77-04 真-雷光劍	範圍500	文案寫了有效半徑，但引擎這一軸是空的 —— ⛔ 不換佔位符（換了只會讓一句做不到的宣稱更像真的，第一·五守則）
num-unbound	godie-e00x.w	77-02 雷鳴劍	0秒冷卻時間	JSON 這一軸是 12 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-e00x.w	77-02 雷鳴劍	造成範圍內部隊50點	JSON 這一軸是 （效果樹上一發傷害都沒有） —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-e00x.w	77-02 雷鳴劍	造成範圍內部隊50點傷害	JSON 這一軸是 （效果樹上一發傷害都沒有） —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-e00x.w	77-02 雷鳴劍	50點傷害	JSON 這一軸是 （效果樹上一發傷害都沒有） —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-e010.w	70-02 大怒石	0秒冷卻時間	JSON 這一軸是 12 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-emns.passive	44-00 機警	3點傷害	JSON 這一軸是 （效果樹上一發傷害都沒有） —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
geo-no-engine-value	godie-etyr.q	14-01 東風繪扇、南風末廣	範圍300	文案寫了有效半徑，但引擎這一軸是空的 —— ⛔ 不換佔位符（換了只會讓一句做不到的宣稱更像真的，第一·五守則）
num-unbound	godie-etyr.r	14-04 聖夜降臨	0秒冷卻時間	JSON 這一軸是 0.5 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
geo-no-engine-value	godie-etyr.w	14-03 魔力應援	400範圍	文案寫了有效半徑，但引擎這一軸是空的 —— ⛔ 不換佔位符（換了只會讓一句做不到的宣稱更像真的，第一·五守則）
num-unbound	godie-h02u.ex	92-002 最終戈壁	0秒冷卻時間	JSON 這一軸是 60 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
geo-no-engine-value	godie-h02u.w	92-02 狂草泥馬	500範圍	文案寫了有效半徑，但引擎這一軸是空的 —— ⛔ 不換佔位符（換了只會讓一句做不到的宣稱更像真的，第一·五守則）
num-unbound	godie-hart.ex	01-002 究極魔劍	0秒冷卻時間	JSON 這一軸是 60 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-hart.w	01-02 隕石擊	造成100傷害	JSON 這一軸是 200/400/600/800/1000 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-hart.w	01-02 隕石擊	造成100傷害	JSON 這一軸是 200/400/600/800/1000 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-hpb1.ex	07-002 獸矛持有者	0秒冷卻時間	JSON 這一軸是 60 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-hvsh.ex	48-002 騎英之疆繩MAX	0秒冷卻時間	JSON 這一軸是 60 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-hvsh.ex	48-002 騎英之疆繩MAX	造成直線上1500+	JSON 這一軸是 （效果樹上一發傷害都沒有） —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-hvsh.w	48-02 心眼	0秒冷卻時間	JSON 這一軸是 12 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-hvwd.ex	02-002 神通眼	30秒冷卻時間	JSON 這一軸是 60 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-hvwd.ex	02-002 神通眼	造成1750點	JSON 這一軸是 300 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-hvwd.ex	02-002 神通眼	造成1750點傷害	JSON 這一軸是 300 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-hvwd.ex	02-002 神通眼	1750點傷害	JSON 這一軸是 300 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-hvwd.q	02-01 破魔之箭	0秒冷卻時間	JSON 這一軸是 12 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-hvwd.q	02-01 破魔之箭	25點傷害	JSON 這一軸是 （效果樹上一發傷害都沒有） —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-hvwd.w	02-02 明鏡止水	0秒冷卻時間	JSON 這一軸是 12 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-n003.passive	42-00 魔法障壁	50秒冷卻時間	JSON 這一軸是 60 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-n00p.ex	18-002 魔界吸血植物	0秒冷卻時間	JSON 這一軸是 60 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-n00p.q	18-01 風華圓舞陣	造成50傷害	JSON 這一軸是 10/15/15 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-n00p.w	18-02 寄生種子	造成每秒60點	JSON 這一軸是 75 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-n00p.w	18-02 寄生種子	造成每秒60點傷害	JSON 這一軸是 75 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-n00p.w	18-02 寄生種子	60點傷害	JSON 這一軸是 75 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-n01c.q	08-01 雙龍紋	50點傷害	JSON 這一軸是 （效果樹上一發傷害都沒有） —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-n01g.passive	42-00 魔法障壁	50秒冷卻時間	JSON 這一軸是 60 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-nbbc.q	08-01 雙龍紋	50點傷害	JSON 這一軸是 （效果樹上一發傷害都沒有） —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-nsjs.ex	18-002 魔界吸血植物	0秒冷卻時間	JSON 這一軸是 60 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-nsjs.q	18-01 風華圓舞陣	造成50傷害	JSON 這一軸是 10/15/15 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-nsjs.w	18-02 寄生種子	造成每秒60點	JSON 這一軸是 75 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-nsjs.w	18-02 寄生種子	造成每秒60點傷害	JSON 這一軸是 75 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-nsjs.w	18-02 寄生種子	60點傷害	JSON 這一軸是 75 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-o00k.ex	86-002 雷電萌神	0秒冷卻時間	JSON 這一軸是 60 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-o00l.ex	53-002 恐懼力量	0秒冷卻時間	JSON 這一軸是 60 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-o00x.ex	09-002 十倍龜派氣功	0秒冷卻時間	JSON 這一軸是 60 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-o00x.ex	09-002 十倍龜派氣功	0點傷害	JSON 這一軸是 （效果樹上一發傷害都沒有） —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
geo-no-engine-value	godie-o02l.ex	58-002 打雷絕招	範圍1800	文案寫了有效半徑，但引擎這一軸是空的 —— ⛔ 不換佔位符（換了只會讓一句做不到的宣稱更像真的，第一·五守則）
num-unbound	godie-o02l.ex	58-002 打雷絕招	造成250點	JSON 這一軸是 （效果樹上一發傷害都沒有） —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-o02l.ex	58-002 打雷絕招	造成250點傷害	JSON 這一軸是 （效果樹上一發傷害都沒有） —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-o02l.ex	58-002 打雷絕招	250點傷害	JSON 這一軸是 （效果樹上一發傷害都沒有） —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-o02l.w	58-02 鋼鐵尾巴	0秒冷卻時間	JSON 這一軸是 12 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-o02p.r	99-04 世界第一的公主殿下	100點傷害	JSON 這一軸是 （效果樹上一發傷害都沒有） —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-o030.ex	30-002 變態紳士	0秒冷卻時間	JSON 這一軸是 60 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
geo-no-engine-value	godie-o030.q	30-01 綁架	範圍300	文案寫了有效半徑，但引擎這一軸是空的 —— ⛔ 不換佔位符（換了只會讓一句做不到的宣稱更像真的，第一·五守則）
geo-no-engine-value	godie-ofar.ex	58-002 打雷絕招	範圍1800	文案寫了有效半徑，但引擎這一軸是空的 —— ⛔ 不換佔位符（換了只會讓一句做不到的宣稱更像真的，第一·五守則）
num-unbound	godie-ofar.ex	58-002 打雷絕招	造成250點	JSON 這一軸是 （效果樹上一發傷害都沒有） —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-ofar.ex	58-002 打雷絕招	造成250點傷害	JSON 這一軸是 （效果樹上一發傷害都沒有） —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-ofar.ex	58-002 打雷絕招	250點傷害	JSON 這一軸是 （效果樹上一發傷害都沒有） —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-ogld.ex	72-002 億萬衛星殞落	造成大範圍廣域200點	JSON 這一軸是 （效果樹上一發傷害都沒有） —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-ogld.ex	72-002 億萬衛星殞落	造成大範圍廣域200點傷害	JSON 這一軸是 （效果樹上一發傷害都沒有） —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-ogld.ex	72-002 億萬衛星殞落	200點傷害	JSON 這一軸是 （效果樹上一發傷害都沒有） —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
geo-no-engine-value	godie-ogld.q	72-01洗刷刷	350範圍	文案寫了有效半徑，但引擎這一軸是空的 —— ⛔ 不換佔位符（換了只會讓一句做不到的宣稱更像真的，第一·五守則）
num-unbound	godie-ogrh.ex	09-002 十倍龜派氣功	0秒冷卻時間	JSON 這一軸是 60 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-ogrh.ex	09-002 十倍龜派氣功	0點傷害	JSON 這一軸是 （效果樹上一發傷害都沒有） —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-orkn.ex	30-002 變態紳士	0秒冷卻時間	JSON 這一軸是 60 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
geo-no-engine-value	godie-orkn.q	30-01 綁架	範圍300	文案寫了有效半徑，但引擎這一軸是空的 —— ⛔ 不換佔位符（換了只會讓一句做不到的宣稱更像真的，第一·五守則）
num-unbound	godie-osam.e	34-03 爆碎牙	0秒冷卻時間	JSON 這一軸是 12 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-osam.e	34-03 爆碎牙	造成90點	JSON 這一軸是 15 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-osam.ex	34-002 冥道殘月破	40秒冷卻時間	JSON 這一軸是 65 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-osam.ex	34-002 冥道殘月破	1300點傷害	JSON 這一軸是 300 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-osam.q	34-01 毒華爪	0秒冷卻時間	JSON 這一軸是 12 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-osam.w	34-02 閃光鞭	0秒冷卻時間	JSON 這一軸是 12 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-u00h.ex	39-002-紅王	0秒冷卻時間	JSON 這一軸是 60 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-u00h.q	39-01 無明神風流-白虎	35秒冷卻時間	JSON 這一軸是 25 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-u00h.q	39-01 無明神風流-白虎	造成100點	JSON 這一軸是 75/175/250/325/325 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-u00h.q	39-01 無明神風流-白虎	造成100點傷害	JSON 這一軸是 75/175/250/325/325 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-u00h.q	39-01 無明神風流-白虎	100點傷害	JSON 這一軸是 75/175/250/325/325 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-u00h.r	39-04 祕奧義．金色的神風	造成各120傷害	JSON 這一軸是 333/555/777 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-u00j.ex	74-002 超新星	0秒冷卻時間	JSON 這一軸是 60 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-u00j.ex	74-002 超新星	造成巨大的範圍1200傷害	JSON 這一軸是 （效果樹上一發傷害都沒有） —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-u00j.r	74-04 最終殞落星	75秒冷卻時間	JSON 這一軸是 60 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-u00j.r	74-04 最終殞落星	造成650點	JSON 這一軸是 75 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-u00j.r	74-04 最終殞落星	造成650點傷害	JSON 這一軸是 75 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-u00j.r	74-04 最終殞落星	650點傷害	JSON 這一軸是 75 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-u00k.ex	71-002 夜之主	0秒冷卻時間	JSON 這一軸是 60 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-u00k.w	71-02 靈魂吸取	0秒冷卻時間	JSON 這一軸是 12 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-u00l.ex	25-002 喔拉喔拉喔拉喔拉	0秒冷卻時間	JSON 這一軸是 60 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-u00l.ex	25-002 喔拉喔拉喔拉喔拉	造成256點	JSON 這一軸是 （效果樹上一發傷害都沒有） —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-u00l.passive	25-00 北斗暗殺拳	造成額外350點	JSON 這一軸是 （效果樹上一發傷害都沒有） —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-u00l.w	25-02 北斗神拳秘訣轉龍呼吸法	0秒冷卻時間	JSON 這一軸是 12 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
geo-no-engine-value	godie-u00n.e	76-03 伸縮自如的槍亂打	範圍400	文案寫了有效半徑，但引擎這一軸是空的 —— ⛔ 不換佔位符（換了只會讓一句做不到的宣稱更像真的，第一·五守則）
num-unbound	godie-u00n.ex	76-002 霸王色	造成範圍內敵方部隊受到500點	JSON 這一軸是 （效果樹上一發傷害都沒有） —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-u00n.ex	76-002 霸王色	造成範圍內敵方部隊受到500點傷害	JSON 這一軸是 （效果樹上一發傷害都沒有） —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-u00n.ex	76-002 霸王色	500點傷害	JSON 這一軸是 （效果樹上一發傷害都沒有） —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
geo-no-engine-value	godie-u00n.q	76-01 伸縮自如的橡膠戰斧	範圍250	文案寫了有效半徑，但引擎這一軸是空的 —— ⛔ 不換佔位符（換了只會讓一句做不到的宣稱更像真的，第一·五守則）
num-unbound	godie-u00n.q	76-01 伸縮自如的橡膠戰斧	造成週遭部隊225點	JSON 這一軸是 250/375/500/625 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
geo-no-engine-value	godie-u00o.e	76-03 伸縮自如的槍亂打	範圍400	文案寫了有效半徑，但引擎這一軸是空的 —— ⛔ 不換佔位符（換了只會讓一句做不到的宣稱更像真的，第一·五守則）
num-unbound	godie-u00o.e	76-03 伸縮自如的槍亂打	造成暈眩1.5秒及傷害500點	JSON 這一軸是 400/600/800/1000 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-u00o.ex	76-002 霸王色	造成範圍內敵方部隊受到500點	JSON 這一軸是 （效果樹上一發傷害都沒有） —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-u00o.ex	76-002 霸王色	造成範圍內敵方部隊受到500點傷害	JSON 這一軸是 （效果樹上一發傷害都沒有） —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-u00o.ex	76-002 霸王色	500點傷害	JSON 這一軸是 （效果樹上一發傷害都沒有） —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
geo-no-engine-value	godie-u00o.q	76-01 伸縮自如的橡膠戰斧	範圍250	文案寫了有效半徑，但引擎這一軸是空的 —— ⛔ 不換佔位符（換了只會讓一句做不到的宣稱更像真的，第一·五守則）
num-unbound	godie-u00o.q	76-01 伸縮自如的橡膠戰斧	造成週遭部隊225點	JSON 這一軸是 250/375/500/625 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-u00v.ex	78-002 加速爆體	0秒冷卻時間	JSON 這一軸是 60 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-u00v.q	78-01 斬鐵拳	0秒冷卻時間	JSON 這一軸是 12 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-u010.ex	38-002 究極暴走黑龍波	0秒冷卻時間	JSON 這一軸是 60 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-u010.ex	38-002 究極暴走黑龍波	造成大範圍2500點	JSON 這一軸是 900 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-u010.ex	38-002 究極暴走黑龍波	造成大範圍2500點傷害	JSON 這一軸是 900 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-u010.ex	38-002 究極暴走黑龍波	2500點傷害	JSON 這一軸是 900 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-u010.r	38-04 黑龍波吸收	消耗魔力10	JSON 這一軸是 100/200/300 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-u01u.q	11-01 燒鬼斬	0秒冷卻時間	JSON 這一軸是 12 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-u034.e	06-03 山形修煉-強	0秒冷卻時間	JSON 這一軸是 12 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-u034.ex	06-002 殺意	0秒冷卻時間	JSON 這一軸是 60 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-u034.q	06-01 山形修煉-放	0秒冷卻時間	JSON 這一軸是 12 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-u034.q	06-01 山形修煉-放	造成一直線敵人150點	JSON 這一軸是 300/375/450/525 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-u034.q	06-01 山形修煉-放	造成一直線敵人150點傷害	JSON 這一軸是 300/375/450/525 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-u034.q	06-01 山形修煉-放	150點傷害	JSON 這一軸是 300/375/450/525 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-u034.w	06-02 山形修煉-變	0秒冷卻時間	JSON 這一軸是 12 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-u034.w	06-02 山形修煉-變	造成75點	JSON 這一軸是 350/450/550/650 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
geo-no-engine-value	godie-ubal.e	37-02 黑核晶	範圍200	文案寫了有效半徑，但引擎這一軸是空的 —— ⛔ 不換佔位符（換了只會讓一句做不到的宣稱更像真的，第一·五守則）
num-unbound	godie-ubal.ex	37-002 真‧黑核晶	造成範圍內2400點	JSON 這一軸是 300 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-ubal.ex	37-002 真‧黑核晶	造成範圍內2400點傷害	JSON 這一軸是 300 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-ubal.ex	37-002 真‧黑核晶	2400點傷害	JSON 這一軸是 300 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
num-unbound	godie-ucrl.e	06-03 山形修煉-強	0秒冷卻時間	JSON 這一軸是 12 —— 卡面這個數字對不上，⛔ 不換佔位符（換了等於無聲改掉玩家看到的字）
